"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","6","7","1","11.350379","0","7"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","12","14","1","20.892630","0","14"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","6","1","5.974211","0","6"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","6","1","6.109052","0","6"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","5","5","1","1.653666","0","5"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","5","5","1","1.759214","0","5"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","25","25","1","2.909466","0","25"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","9","9","1","9.235940","0","9"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","5","5","1","2.179843","0","5"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","5","5","1","2.430587","0","5"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","12","1","19.744066","0","12"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","6","6","1","9.219905","0","6"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","9","9","1","16.657032","0","9"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","6","6","1","11.970434","0","6"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","6","6","1","10.265742","0","6"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","0","5","5","1","6.345877","0","5"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","24","24","1","101.304466","0","24"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","5","5","1","8.971865","0","5"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","31","31","1","58.785618","0","31"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","8","9","1","21.461218","0","9"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","0","2","2","1","9.314364","0","2"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","0","5","5","1","12.293394","0","5"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","14","14","1","30.312231","0","14"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","75","0","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","4.562402","0","2"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","609","0","1","0.000000","0","0"
"Globals","49","15774","0","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","44","48","1","0.000000","0","48"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","44","48","1","0.000000","0","48"
"/InterchangeAssets/gltf/M_Default.M_Default","49","166","184","6","0.000000","0","184"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","166","184","6","0.000000","0","184"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","254","264","6","0.000000","0","264"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","158","168","6","0.000000","0","168"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","81","86","6","236.215179","0","96"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","49","7","7","1","22.867842","0","7"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","54","54","2","0.000000","0","54"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","158","168","6","0.000000","0","168"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","93","93","1","0.000000","0","93"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","49","10","10","1","11.178322","0","20"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","22","22","1","31.723139","0","22"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","49","20","20","2","36.620991","0","20"
"/Game/Materials/M_RedTree.M_RedTree","49","13","13","1","31.799995","0","13"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","7","7","1","3.293601","0","7"
"/Game/StarterContent/Materials/M_Ground_Grass1.M_Ground_Grass1","49","8","8","1","3.486988","0","8"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","1817","1840","1","439.828094","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","58","64","2","0.000000","0","64"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","22","24","1","28.976040","0","24"
"","49","512","0","1","0.000000","513","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","45","45","1","35.186951","0","45"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","80","80","1","39.564625","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","32","32","1","24.025391","0","32"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","6","1","4.687826","0","6"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","73","79","1","0.000000","0","79"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","7","7","1","7.543862","0","7"
"/ControlRig/M_Manip.M_Manip","49","13","14","1","0.000000","0","14"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","13","14","1","12.733856","0","14"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","49","7","7","1","9.343017","0","7"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","49","10","10","1","13.089097","0","10"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","49","10","10","1","12.432730","0","10"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","21","21","1","19.752838","0","21"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","16","16","1","17.999201","0","16"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","22","22","1","43.079617","0","22"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","16","16","1","33.722523","0","16"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","16","16","1","33.163071","0","16"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","66","66","1","6.258198","0","66"
"/Game/Materials/M_Enemy.M_Enemy","49","8","8","1","4.294758","0","8"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","7","7","1","3.041519","0","7"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","6","6","1","1.425802","0","6"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","6","6","1","1.565590","0","6"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","78","78","1","7.543265","0","78"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","8","8","1","0.000000","0","8"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","22","24","1","38.584789","0","24"
"/Engine/VREditor/TransformGizmo/Main.Main","49","10","10","1","8.000325","0","10"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","14","14","1","18.204742","0","14"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","13","14","1","0.000000","0","14"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","27","27","1","37.442204","0","27"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","11","11","1","13.761242","0","11"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","11","12","1","12.814286","0","12"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","49","11","12","1","11.163782","0","12"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","19","21","1","21.753712","0","21"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","7","7","1","0.000000","0","7"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","12","12","1","1.188725","0","12"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","10","11","1","8.008740","0","11"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","10","11","1","9.984181","0","11"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","7","7","1","0.000000","0","7"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","10","10","1","10.067006","0","10"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","10","10","1","9.351780","0","10"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","42","45","1","0.000000","0","45"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","73","79","1","0.000000","0","79"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","42","45","1","0.000000","0","45"
"/CameraCalibrationCore/Materials/M_DefaultOddSquare.M_DefaultOddSquare","49","9","9","1","0.000000","0","9"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","49","9","9","1","0.000000","0","9"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","10","10","1","7.930446","0","10"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","10","10","1","7.851923","0","10"
